State,City,TotalPopulation,PercentMale,PercentFemale,MedianAge,PercentOver65,PercentWhite,PercentBlack,PercentHispanic,PercentAsian,MedianHouseholdIncome,MeanHouseholdIncome,MedianIncomeFemale,MedianIncomeMale,AverageHouseholdSize, AverageFamilySize ,EdElementaryPercent,EdHighSchoolPercent,EdAssociatePercent,EdBachelorsPercent,EdGraduatePercent,AvgLowTemp,AvgHighTemp,ElectionResults
MN,Lakeville,54951,49.3,50.7,34.3,7.2,89.9,2.3,2.4,4.6,95646,108817,47437,68088,2.99,3.32,0.9,19.8,11.8,32.2,12.8,37.5,56.6,blue
MN,LinoLakes,19996,53.5,46.5,36.5,7,88.9,3.9,1.7,3.9,95138,106197,46938,65400,3.07,3.39,1.1,27.6,10,26,9.6,37.5,56.6,blue
MN,Mankato,38725,49.5,50.5,25.8,12.3,88.7,5.2,2.3,2.9,40560,52767,30044,37740,2.42,2.92,2.7,23.3,9.8,22.7,10.4,37.5,56.6,blue
MN,MapleGrove,60241,48.6,51.4,37.4,9.4,86.7,4.9,2.7,4.8,94199,113015,52659,72149,2.7,3.16,1.2,16.2,10.1,35.5,14.3,37.5,56.6,blue
MN,Maplewood,37572,49,51,38.8,18.8,72.1,11.2,4,11.3,57594,72199,43914,50197,2.49,3.13,3.9,27.2,8.5,21.5,9.5,37.5,56.6,blue
MN,Marshall,13534,47.9,52.1,29.8,14.9,83.6,3.4,9.2,1.9,43234,54966,34128,42938,2.28,3.07,6.7,27.4,8.3,22.4,9.5,37.5,56.6,blue
MN,MendotaHeights,11191,47.9,52.1,48.5,22.8,88.4,3,2.8,3.3,97560,129986,58200,79566,2.49,2.96,1.2,13.6,6.6,31.1,26,37.5,56.6,blue
MN,Minneapolis,381833,50.2,49.8,32,10.6,62.4,19.9,9.6,5.5,47478,68190,42311,47039,2.17,3.02,5.5,18.4,6.2,28,16.6,37.5,56.6,blue
MN,Minnetonka,49766,47.5,52.5,44.3,19.8,89.2,4.9,2.1,2.4,81588,110319,53895,75505,2.28,2.87,1.2,16,8,35.1,17.5,37.5,56.6,blue
MN,Monticello,12506,49.1,50.9,30.7,9.9,91.9,1.9,4.4,0.2,66748,71624,38938,52510,2.63,3.22,1.5,31.7,13.4,18.2,6.3,37.5,56.6,blue
MN,Moorhead,37358,48.2,51.8,28.9,13.5,88.3,2.7,4,1.8,46794,57161,32933,44444,2.38,2.92,3.3,26.5,10.7,23.4,10.7,37.5,56.6,blue
MN,MoundsView,12162,48,52,35.9,13.6,79.4,5.6,7.4,4.8,62431,70028,36992,52214,2.58,3.18,3.7,29.1,8.6,19.5,9.8,37.5,56.6,blue
MN,NewBrighton,21444,47.7,52.3,38.5,20,80.5,9.2,4.2,5.3,58796,74179,42137,53665,2.26,2.84,2.2,20.9,9,25.5,17.5,37.5,56.6,blue
MN,NewHope,20358,48.5,51.5,40.5,21.1,72.1,14.7,9,3.9,52248,62844,44519,46817,2.3,3,3.4,25.4,8.3,23.9,6.7,37.5,56.6,blue
MN,NewUlm,13493,49.8,50.2,41.4,22,96.1,0.5,1.8,1,44214,59865,30736,43159,2.14,2.74,4.2,35.1,8.5,15.3,8,37.5,56.6,blue
MN,NorthBranch,10046,45.7,54.3,33.8,11.6,92.8,1.4,2.8,1.2,61711,68478,34084,49250,2.76,3.16,0.9,42.2,12.6,7.8,3.5,37.5,56.6,blue
MN,Northfield,19500,47.7,52.3,24.2,12.8,85.1,2.3,5.5,4.2,64917,75371,40124,52011,2.39,2.98,2,17.3,7.2,27.2,21.9,37.5,56.6,blue
MN,NorthMankato,13258,50.2,49.8,32.4,13.8,91.2,3.6,3.1,1.3,62708,70230,37613,42165,2.41,2.87,1.1,19.3,10.8,28.7,12.8,37.5,56.6,blue
MN,NorthSt.Paul,11450,49.3,50.7,38,16.4,77.2,10.2,4.7,6.9,52876,67811,43237,46976,2.54,2.98,3.7,35.1,8.6,20.7,5.1,37.5,56.6,blue
MN,Oakdale,27473,49.4,50.6,38.2,13.8,78.9,7.4,3.4,8.8,66971,78309,43371,51988,2.55,3.24,3,27.5,11,19.9,7.2,37.5,56.6,blue
MN,Otsego,13020,51.2,48.8,32.4,9.5,93.5,2.8,0.6,2.2,73711,83398,39790,54783,2.86,3.2,0.9,30.6,14.2,20,6.2,37.5,56.6,blue
MN,Owatonna,25456,49.3,50.7,37.2,16.5,86.3,4.6,7.5,1.1,55764,65913,33920,46234,2.51,3.1,5.2,33.5,9,18.4,7.9,37.5,56.6,blue
MN,Plymouth,69963,48.5,51.5,39,14.9,82.3,5.9,3.1,7.3,86466,116668,51898,78875,2.46,2.99,0.9,14.1,8.4,36.4,19.3,37.5,56.6,blue
MN,PriorLake,22570,50.6,49.4,37.3,11.1,90.7,2.9,1.9,2.5,89805,111569,51537,64014,2.71,3.16,0.9,21.1,9.6,29.2,11.1,37.5,56.6,blue
MN,Ramsey,23267,50.4,49.6,35.8,9.6,88.9,2.9,2.5,4.8,83217,88037,42649,54087,2.92,3.21,1.9,26.9,13,18.5,6.8,37.5,56.6,blue
MN,RedWing,16447,48.7,51.3,41.8,22.5,91.1,2.4,3.2,0.3,49145,61592,32563,48951,2.26,2.9,4.2,32,10.5,17.2,6,37.5,56.6,blue
MN,Richfield,35053,49.2,50.8,37,17.3,61.1,12.8,18.6,5.2,52131,63987,38566,42271,2.34,3.01,6.8,23.4,7.6,22.4,9.7,37.5,56.6,blue
MN,Robbinsdale,13947,47.2,52.8,38.7,16.3,76.6,16.2,4.9,1.3,54807,65808,47107,48148,2.23,2.99,1.6,27.4,8.6,26.1,9.1,37.5,56.6,blue
MN,Rochester,105576,49,51,35,14.8,79.8,6.9,5.1,6.5,63428,80520,42575,52313,2.41,3.04,2.3,21.7,9.9,25.1,17.6,37.5,56.6,blue
MN,Rosemount,21240,49.6,50.4,35,9.6,84.3,5.8,3.6,4.7,84395,95983,51613,63048,2.89,3.3,1.7,19.8,9.9,28.7,12.3,37.5,56.6,blue
MN,Roseville,33497,48,52,43.1,23.1,81.7,4.8,4.6,7.5,56941,75837,45488,55201,2.16,2.88,2.4,22,7.6,26.5,18.8,37.5,56.6,blue
MN,St.Cloud,65604,51,49,28.6,12.5,84.3,8.5,2.1,3.8,40687,56165,31971,41705,2.3,2.87,3.8,26.6,9,18.3,9.9,37.5,56.6,blue
MN,St.LouisPark,45043,48.1,51.9,34.3,14.5,82.4,9.6,3.4,2.6,62694,79944,48963,56809,2.07,2.85,2,14.9,8.1,34.1,18.9,37.5,56.6,blue
MN,St.Michael,15896,49.2,50.8,33.4,8.3,92.1,3,1.8,1.6,86163,95272,41556,57675,3.02,3.29,1.3,24.5,11.2,24.7,7.9,37.5,56.6,blue
MN,St.Paul,283991,48.4,51.6,30.9,11.3,56.4,17.3,9.8,14.7,45939,63520,39278,43938,2.45,3.33,7.7,23.4,6.5,22,15.2,37.5,56.6,blue
MN,St.Peter,11089,47.1,52.9,26.8,11.7,88,2.6,5.7,1.8,48173,57157,29489,43634,2.45,2.83,4.3,25.5,9.1,21,12.3,37.5,56.6,blue
MN,Sartell,15175,48.6,51.4,32.7,11.5,95.1,1.1,2,1,66650,78248,41717,51513,2.67,3.18,2.6,20.4,11.3,25.6,11.6,37.5,56.6,blue
MN,SaukRapids,12635,48.8,51.2,30.7,12.5,92.5,2,2.4,1.9,54946,62195,33177,44304,2.48,2.97,3.6,27,13.4,18.3,6.6,37.5,56.6,blue
MN,Savage,26897,49.7,50.3,33.4,7.7,81.3,4.7,4.9,7.3,91361,106231,45807,65719,3.02,3.38,1.5,18.3,11.7,32.6,11.3,37.5,56.6,blue
MN,Shakopee,36110,49.1,50.9,32.7,8.6,73.6,4.8,8.4,10.6,78028,87244,46161,53996,2.78,3.34,2.8,25.6,10.2,27.1,9.2,37.5,56.6,blue
MN,Shoreview,25023,47.6,52.4,43.6,18.6,88.7,3.1,1.4,6.7,82908,101321,53247,71475,2.33,2.9,1.4,18.2,7.5,31.1,20.1,37.5,56.6,blue
MN,SouthSt.Paul,20283,50.7,49.3,35.7,13.7,81.9,3.6,12.9,0.8,55309,62988,38168,46941,2.43,3.04,3.4,33.5,10.5,16,5,37.5,56.6,blue
MN,Stillwater,18058,50.6,49.4,39.2,17.5,93.6,2,2.9,0.4,70131,94399,46875,59452,2.53,3.01,0.8,25.3,9,29.1,12.3,37.5,56.6,blue
MN,VadnaisHeights,12313,49.9,50.1,43.1,15.6,84.2,4.4,3.2,7.4,72485,89934,48872,54914,2.38,2.89,2.9,25.8,6.8,27.7,11.5,37.5,56.6,blue
MN,Waconia,10429,51,49,33.6,12.9,93.9,1,2,2.2,79760,86268,45264,64355,2.66,3.13,2.4,20.9,10.9,30.3,14.5,37.5,56.6,blue
MN,WestSt.Paul,19661,48.4,51.6,39.9,20.6,71.2,7.4,18.5,1.5,46730,62766,41409,46303,2.21,2.96,5.7,32,9.6,17.8,9.6,37.5,56.6,blue
MN,WhiteBearLake,23630,49.7,50.3,41.5,22.4,91,3.5,2.6,2.2,56836,70410,41751,54122,2.25,2.92,2.4,26.2,9.6,21.9,9.8,37.5,56.6,blue
MN,Willmar,19459,50.5,49.5,33.9,19,73.5,4.6,20.6,0.4,38610,53059,27770,35457,2.32,2.95,8.5,29.4,10.7,13.7,5.5,37.5,56.6,blue
MN,Winona,27671,46.2,53.8,28,16.3,93,2.4,1.3,2.4,35964,49428,30311,41107,2.23,2.94,3.9,28.3,10.3,17.3,11.8,37.5,56.6,blue
MN,Woodbury,60737,48.8,51.2,35.3,10.2,79.5,6.5,4,8.7,92780,114401,52237,72985,2.71,3.2,0.9,14.7,8.7,36.5,19.3,37.5,56.6,blue
MN,Worthington,12531,51.6,48.4,33,16.4,51.2,6.4,33.7,7.3,42472,52319,26136,34574,2.66,3.09,18.6,30.8,7.5,11.2,5.3,37.5,56.6,blue
MS,Biloxi,44256,52.4,47.6,34.6,15,67.8,18.5,7.2,4.9,42529,60682,28540,33990,2.4,3.1,5.8,26.2,9,14.4,8.4,53.6,75.5,red
MS,Brandon,21430,46.6,53.4,35.8,15.2,76.6,19.9,2.8,0.4,62819,75974,39517,52243,2.54,2.99,3.1,22.4,7.9,22.7,10.1,53.6,75.5,red
MS,Brookhaven,12581,46,54,36.1,20.6,43.3,55.9,0.7,0,31478,51471,28983,39375,2.49,3.03,8.3,25.4,5.8,11.8,8.2,53.6,75.5,red
MS,Byram,10924,50.1,49.9,32.3,8.2,46.1,53.1,0.2,0.6,57466,64407,36517,44385,2.75,3.3,1.8,26.6,11.1,18.6,8.5,53.6,75.5,red
MS,Canton,13184,48.5,51.5,30,10.5,18,75.6,4.9,1.6,33350,43300,27366,34247,2.79,3.18,10.2,23.7,6.1,12.2,5.7,53.6,75.5,red
MS,Clarksdale,18092,45,55,30.6,14.8,18.9,79.5,0.4,0.6,24808,42399,26652,29019,2.78,3.45,8.3,29.8,10.4,12.4,4.8,53.6,75.5,red
MS,Cleveland,12420,46.2,53.8,31.2,12.5,45.8,52.8,0.1,0.6,31933,50700,31662,39784,2.58,3.41,9.4,23.8,6.4,13.5,14.3,53.6,75.5,red
MS,Clinton,25180,47.8,52.2,34.9,15.5,58.6,34,1.7,4.6,59000,70217,38314,43314,2.59,3.14,3.2,18,7.1,27.9,15.8,53.6,75.5,red
MS,Columbus,23688,44.9,55.1,37.1,20.1,37.8,60.6,1.2,0.3,31014,51142,21780,41538,2.3,3.04,6.8,28.3,5.9,12.2,8.6,53.6,75.5,red
MS,Corinth,14572,47.6,52.4,42.3,23.2,75.7,20.9,3,0.2,28738,45179,26790,41214,2.32,3.11,7.4,32.6,9,14.8,5.3,53.6,75.5,red
MS,Gautier,18344,48.5,51.5,34.7,13.7,56,33.1,9.1,1.4,44719,55057,28574,44787,2.82,3.26,5.3,34.4,8.8,12.1,5.6,53.6,75.5,red
MS,Greenville,34657,45.8,54.2,34.8,15,22.3,75.5,1.3,0.7,30040,46128,26781,35014,2.73,3.4,8.1,29.6,5.4,13,6.7,53.6,75.5,red
MS,Greenwood,15542,49,51,34.9,13.7,27.5,67.3,3.6,1.1,25332,41736,23611,31881,2.75,3.51,10.6,30.7,2.8,11.2,6.5,53.6,75.5,red
MS,Grenada,13270,43.8,56.2,37.7,19.6,47.6,51,0.3,0.7,32584,45718,31007,45492,2.42,3.02,7.5,30.7,6.7,14.7,5.3,53.6,75.5,red
MS,Gulfport,67322,50.3,49.7,34.6,13.9,54.9,37.8,5.5,1,39246,53196,27374,34615,2.59,3.17,5.6,28.1,7.5,12.5,7.3,53.6,75.5,red
MS,Hattiesburg,46013,47.1,52.9,27,12.8,41.9,52.8,3.2,1.6,25934,45171,24715,29915,2.28,3.14,5.8,22.7,7.5,17.1,14.9,53.6,75.5,red
MS,Hernando,13679,47,53,36.6,15.2,78.9,16,2.7,0.8,62155,72967,36918,56250,2.77,3.22,5.2,24.6,8.2,17.3,9.5,53.6,75.5,red
MS,HornLake,25901,47.5,52.5,31.1,9.3,59,29.9,8.5,0.2,48084,52952,31194,40787,2.86,3.44,6,34.7,8.8,9.1,2,53.6,75.5,red
MS,Indianola,10788,47,53,31.1,12.2,19.1,79.5,1.3,0.3,25740,40867,23750,30933,3.09,3.73,12.8,28.3,4.1,11.7,6.5,53.6,75.5,red
MS,Jackson,174774,46.2,53.8,31.2,12.5,18.6,79.3,1.7,0.3,34567,51381,27605,32614,2.72,3.43,5.4,25.7,6.6,16,10.8,53.6,75.5,red
MS,Laurel,18551,47,53,36.5,18.2,32.4,54.9,11.2,0.7,28253,49205,22240,28091,2.64,3.34,12.1,27.7,8,8.4,7.5,53.6,75.5,red
MS,LongBeach,14872,44.3,55.7,37.9,15.8,80.9,9.7,3.6,5.3,56916,67710,33516,46521,2.61,3.07,3.6,24.3,12.3,18,8.6,53.6,75.5,red
MS,McComb,12881,47.4,52.6,39.3,19.2,29.8,66.3,2,1.8,29372,43739,23428,38508,2.52,3.29,7.2,30.1,5.4,12.8,7.2,53.6,75.5,red
MS,Madison,23774,49.8,50.2,40.2,13.7,85.5,10.4,1.1,2.4,100804,118232,48208,79013,2.76,3.21,0.7,11.9,6.3,38.7,25.2,53.6,75.5,red
MS,Meridian,41089,45.4,54.6,34.8,17.2,36,61.4,1.5,0.8,30186,48123,27078,38479,2.45,3.15,5.7,28,8.9,12.3,7.7,53.6,75.5,red
MS,MossPoint,13885,49.6,50.4,41.6,20.4,23.5,74.1,1.2,0.6,36923,47405,28854,36645,2.64,3.39,5,34.6,7.2,8.7,3.3,53.6,75.5,red
MS,Natchez,16025,48.6,51.4,41.7,22.2,40,58.3,1,1,25568,40594,31191,31068,2.43,3.49,5.8,33.5,6.8,13.2,7.5,53.6,75.5,red
MS,OceanSprings,17379,49.3,50.7,41.8,18.3,81.6,11.3,4.1,2.4,61469,80099,40091,50153,2.59,3,3.5,25.6,9.7,19,14.7,53.6,75.5,red
MS,OliveBranch,32796,48.1,51.9,37.4,13.5,69.2,22.4,6.2,1.1,68287,74695,41675,48819,2.77,3.17,3.2,32.2,7.4,17.9,8.9,53.6,75.5,red
MS,Oxford,18480,50.6,49.4,25.7,10.7,71.9,19.8,4.2,3.7,34875,61004,31379,44840,2.42,3.12,4.6,13.2,4.3,26.7,26.2,53.6,75.5,red
MS,Pascagoula,22765,49.6,50.4,35.4,15.1,58.5,30.1,9.3,1.6,41829,58641,26624,42923,2.51,3.24,4.9,32.2,9.1,12.8,6.4,53.6,75.5,red
MS,Pearl,25190,46.5,53.5,35.5,15.4,72.5,21.6,4.4,0.7,43384,52030,34406,38523,2.46,3.01,4.7,35,7.2,13.3,5.5,53.6,75.5,red
MS,Petal,10408,47.7,52.3,34.9,14.9,80.7,10.8,7.3,1.2,51579,60863,34151,44659,2.73,3.34,4.6,29.6,7.8,16.2,9.4,53.6,75.5,red
MS,Picayune,11023,43.5,56.5,37.4,19.4,59.5,36.1,2.8,0.7,32890,46126,30343,44286,2.54,3.19,6.1,32,9.6,14.3,6.1,53.6,75.5,red
MS,Ridgeland,23858,46.8,53.2,34.1,12.2,59.7,30,6.1,3.5,51529,80857,37828,47005,2.19,3.04,2.7,16,6.8,29.8,19.8,53.6,75.5,red
MS,Southaven,48005,48.7,51.3,33.3,13.3,70.5,21.5,3.6,2.1,56105,64293,35396,48601,2.65,3.13,2.8,30.8,10.2,15.5,5.3,53.6,75.5,red
MS,Starkville,23639,51.9,48.1,25.1,11.1,60.1,34.5,1.5,3.2,26635,43282,27841,39935,2.24,2.92,4,16.9,6.7,25,22.3,53.6,75.5,red
MS,Tupelo,34551,46.3,53.7,35.2,16.2,57.2,37.3,4.6,1,39415,61860,28856,41187,2.46,3.03,4.3,27.4,7.6,18.6,8.4,53.6,75.5,red
MS,Vicksburg,23961,46.3,53.7,36.8,16.7,30.9,66.7,0.7,1.3,26915,41874,27443,32444,2.36,3.23,5.9,30,6.6,12.7,8.3,53.6,75.5,red
MS,WestPoint,11384,46.3,53.7,33.8,17.6,40.2,58.3,0.9,0.4,30440,45492,28638,38085,2.57,3.09,6.1,32.1,7.1,13.1,4.9,53.6,75.5,red
MS,YazooCity,11540,46.3,53.7,30.7,14.2,16,83,1,0,22083,33880,20650,31506,2.99,3.75,12.7,28.8,5.6,9.8,4.4,53.6,75.5,red
MO,Arnold,20798,48.2,51.8,40.9,18.3,94.4,1,2.6,0.9,58474,68034,36865,49213,2.46,3.03,3.8,33.3,9.9,13,6.1,44.7,65.8,red
MO,Ballwin,30431,48.6,51.4,40.1,18.4,90,1.4,2.6,4.5,81388,97765,46849,70931,2.59,2.99,1.1,14.9,7.7,32.3,20.1,44.7,65.8,red
MO,BellefontaineNeighbors,10898,44.9,55.1,37.1,12.6,25.6,73.1,1,0,42814,46982,31954,36447,2.38,2.95,4.2,33.4,9.5,8.7,5.3,44.7,65.8,red
MO,Belton,23185,48,52,32.7,12.8,81.2,8.6,7.7,0.9,49961,56850,38688,41907,2.65,3.14,1.6,35.8,8.2,13.4,5.9,44.7,65.8,red
MO,BlueSprings,51951,48.3,51.7,35.4,12.1,87.5,5.5,3.5,1.6,66573,77293,38548,52623,2.73,3.13,1.5,28.3,7.1,19,11,44.7,65.8,red
MO,Bolivar,10289,48.5,51.5,29.6,20.5,93.5,1.4,2.5,0.9,34189,48032,26316,40147,2.36,2.85,5.9,34.7,6.9,15.5,9.5,44.7,65.8,red
MO,Branson,10185,48.8,51.2,44,24.1,86.9,1.9,7.8,0.2,42537,59834,27652,33214,2.24,2.78,4.4,30.8,6.5,17.9,6.4,44.7,65.8,red
MO,Bridgeton,11941,46.8,53.2,41.6,22.4,66.7,21.1,7.7,3.2,47791,61144,39811,50036,2.37,2.97,3.2,33.9,7.3,17.7,7.6,44.7,65.8,red
MO,CapeGirardeau,37702,48.1,51.9,32.2,17.3,81.3,13.1,2.7,1.8,39837,54427,28349,36953,2.31,2.82,6.4,27.7,4.4,19.5,11.6,44.7,65.8,red
MO,Carthage,14261,49.8,50.2,31.2,15.4,62.8,3.5,32.5,0,30269,41955,22350,32878,2.92,3.53,20.2,30.8,4.4,9.6,4.3,44.7,65.8,red
MO,Chesterfield,47309,46.7,53.3,45.9,24.1,86.2,2.4,2.1,8.2,95006,127427,54934,94322,2.44,2.97,1.4,11.5,4.7,35.9,28.4,44.7,65.8,red
MO,Clayton,15575,53,47,35,15.5,79.5,8.8,1.9,9,92821,153705,51359,97794,2.17,2.76,0.3,8.2,2.9,33,41.6,44.7,65.8,red
MO,Columbia,106658,47.9,52.1,26.7,10.4,76.9,12.5,3.6,5.3,43102,61062,35714,42784,2.29,2.93,2.3,18.3,5.3,29,23.2,44.7,65.8,red
MO,Crestwood,11900,47.1,52.9,45.4,24.5,91.5,2.6,3.4,2.5,68101,78459,51586,61678,2.45,3,1.7,22,7.4,28.1,16.4,44.7,65.8,red
MO,CreveCoeur,17675,50.8,49.2,42.4,24,76.4,7.8,2.2,11.5,98093,147161,52708,89844,2.32,2.87,1.4,8.1,5.9,36.3,32.4,44.7,65.8,red
MO,DardennePrairie,10827,49.3,50.7,37.7,13.2,89.5,2.9,2.4,4.2,99050,116017,54293,80326,3.01,3.32,0.5,20.7,6.8,26,19.6,44.7,65.8,red
MO,ExcelsiorSprings,11217,46.8,53.2,36.4,17.3,88.9,5.8,1.6,2.2,44045,49059,30449,37635,2.48,3.03,5.8,40.9,6.3,8.2,3.8,44.7,65.8,red
MO,Farmington,16211,55.3,44.7,36.7,17.5,88.8,6.6,2.4,0.8,35738,49403,29504,38542,2.2,2.82,7.7,34.5,5.8,7.9,8.2,44.7,65.8,red
MO,Ferguson,21269,45.2,54.8,34.1,13.5,33.8,63.6,0.9,1,36645,51816,32834,33564,2.49,3.03,3.9,30.2,7.2,13.2,7.7,44.7,65.8,red
MO,Festus,11434,50.3,49.7,36.1,18.8,92.3,4.6,1.3,0.9,50872,61169,36845,51533,2.5,3.1,4.8,32.9,9.4,11.5,7.3,44.7,65.8,red
MO,Florissant,52301,47.1,52.9,38.2,18.2,69.3,27.1,2.1,0.4,51673,59876,36231,43571,2.39,3.02,3.3,32.1,9.8,14.7,5.2,44.7,65.8,red
MO,Fulton,12682,53.8,46.2,30.6,14.6,80.2,14.3,2.4,1.2,41155,54399,29813,33958,2.12,2.75,5.9,35.9,5.6,13.5,7.7,44.7,65.8,red
MO,Gladstone,25578,48.6,51.4,39.2,19.4,84.3,6.4,6.9,1.3,51478,63535,37823,48780,2.35,2.92,2.5,30.7,6.8,19.9,8.3,44.7,65.8,red
MO,GrainValley,12021,49.8,50.2,30,7.1,86.6,4.2,9.6,0.2,64495,69167,36829,51469,2.84,3.2,1.5,29.8,7.2,17,8,44.7,65.8,red
MO,Grandview,24448,47.3,52.7,32.7,13.6,49.5,37.5,10.2,0.4,43872,51404,32037,37224,2.59,3.27,3.6,33.4,8.7,11.2,7.3,44.7,65.8,red
MO,Hannibal,17816,47.6,52.4,36.8,17.2,87.2,9,2.3,0.6,36314,49760,26135,38714,2.34,2.93,5,38.4,5.4,10.3,7,44.7,65.8,red
MO,Harrisonville,10013,48.4,51.6,37.1,17.1,90.7,0.5,4.5,1,47477,58511,31307,41912,2.49,2.89,5.1,41.5,3.8,9.2,6.7,44.7,65.8,red
MO,Hazelwood,25699,49.2,50.8,36.1,14.8,63,31.5,4.5,0.7,47218,57396,36433,43125,2.32,2.9,3.5,30.9,8.6,16.1,8.2,44.7,65.8,red
MO,Independence,116118,47.4,52.6,39.4,18.9,82.3,7.4,7.8,1.1,44050,54626,35015,43349,2.41,3.01,3.4,37.3,5.3,11.8,6.3,44.7,65.8,red
MO,Jackson,13598,45.1,54.9,36.8,17.8,96,2,0.9,0.3,50132,60052,29639,40839,2.41,2.93,4.7,35,4.4,15.8,9,44.7,65.8,red
MO,JeffersonCity,42749,50.8,49.2,37.2,16.6,77.5,17.2,2.4,1.2,48545,63050,36617,42485,2.27,2.92,3.6,28.4,5.3,21.1,12.4,44.7,65.8,red
MO,Jennings,14756,40.8,59.2,34.6,14.2,11.5,87.8,0.3,0.1,32254,39452,29466,32800,2.45,3.1,4.6,37,4.5,10,3,44.7,65.8,red
MO,Joplin,49858,47,53,35.5,17.9,87.7,4.4,3.1,1.3,37587,52858,27718,36054,2.33,2.96,4.1,30.5,7,13.2,7.7,44.7,65.8,red
MO,KansasCity,457551,48.4,51.6,34.9,13.9,55.2,31.4,9.9,2.3,45246,61335,36732,44804,2.34,3.07,4.2,26.4,6.8,19,11.2,44.7,65.8,red
MO,Kennett,11258,45.7,54.3,37.8,19.4,82.1,14.8,3,0,31502,44671,26237,36944,2.41,2.99,14.6,36.2,4,8.5,6.6,44.7,65.8,red
MO,Kirksville,17435,46.2,53.8,23.6,13.3,91,2.7,2.9,2.1,27607,39513,25941,32974,2.15,2.82,5.4,32.9,4.4,15.2,15.5,44.7,65.8,red
MO,Kirkwood,27451,46.5,53.5,43.4,21.5,89.4,7.3,1.4,1.6,74088,105789,52680,74505,2.29,2.98,0.9,12.3,6.6,33.9,25.3,44.7,65.8,red
MO,LakeSt.Louis,14231,49.2,50.8,41.8,19.7,90,4.5,2.2,3.1,77716,95547,46083,68230,2.44,2.91,1.3,19.9,8.7,27.3,16.9,44.7,65.8,red
MO,Lebanon,14337,48.2,51.8,35.6,19.3,93.4,2.4,1.6,0.9,33734,42315,24452,34107,2.3,2.87,6.2,35.9,4.1,10.8,4.3,44.7,65.8,red
MO,Lee'sSummit,88929,48.3,51.7,36.8,13.5,82.1,10.7,3.3,2,75534,89686,45210,62219,2.66,3.16,0.7,22.3,7.9,27,15.6,44.7,65.8,red
MO,Liberty,28951,50.1,49.9,36.9,14.1,89.3,5.7,2.9,0.5,63921,79709,40333,54549,2.6,3.1,2.7,26.7,6.5,24,12.8,44.7,65.8,red
MO,Manchester,18157,49.8,50.2,38.8,17,82.6,5.4,3.7,7.6,74243,89242,43337,58983,2.51,3.01,1.3,16.1,6.4,33.5,19.6,44.7,65.8,red
MO,Marshall,12892,48.2,51.8,31.9,15.3,76.1,9.1,13.5,0.5,35529,43819,28902,34070,2.42,2.94,8.4,35.6,4.9,11.5,6.2,44.7,65.8,red
MO,MarylandHeights,27396,48,52,35.2,14.8,68.6,10.9,6.3,12.9,54643,63698,43151,47274,2.14,2.84,2.6,25.2,7.9,23.3,13.4,44.7,65.8,red
MO,Maryville,11812,51.3,48.7,22.9,13.5,92,2.9,2.4,2.1,31289,45240,30619,34638,2.19,2.75,3.9,34.6,4.7,15.5,14.7,44.7,65.8,red
MO,Mexico,11561,47.4,52.6,36.6,21.4,85.2,11.2,3,0.1,39319,47875,26250,36604,2.41,3.01,4.4,45.3,4.5,9.7,6.2,44.7,65.8,red
MO,Moberly,14035,55,45,35.2,16.3,84,11.1,2,0.9,32154,43137,28415,34746,2.53,3.26,5.4,38.6,7.2,8.5,3.9,44.7,65.8,red
MO,Neosho,11790,48.3,51.7,32.4,16.9,76.8,2.3,11.2,0.3,33676,42864,27969,28520,2.53,3.31,8.6,29.5,10.1,11.3,4.6,44.7,65.8,red
MO,Nixa,18555,48.2,51.8,32.4,12,92.3,1.8,2.8,1,51040,59926,34152,40729,2.72,3.09,1.5,29,8.6,19.8,7.5,44.7,65.8,red
MO,O'Fallon,77036,49.1,50.9,33.1,10.6,87.1,6.9,2.3,2.9,77739,84893,40646,62409,2.86,3.36,1.7,24.7,8.4,26.7,12.3,44.7,65.8,red
MO,Overland,16108,48.3,51.7,36.9,14.8,74.9,19.4,3.3,1.7,45333,52422,33208,40494,2.41,2.98,3.2,34.6,7.1,10.2,5.8,44.7,65.8,red
MO,Ozark,17218,49.2,50.8,31.6,14.2,90.9,1.6,5.5,0.4,50638,59322,32929,41138,2.54,2.91,1.7,25.7,7.5,21.6,7.2,44.7,65.8,red
MO,PoplarBluff,17101,48,52,37.2,20,81.7,12.3,3.5,0.9,24521,39937,23322,33732,2.26,2.98,8.9,31.6,6.5,8,7,44.7,65.8,red
MO,Raymore,18562,48.6,51.4,36.6,16.1,86,8.5,2.7,1,74512,81928,45411,54127,2.74,3.11,1.2,27.3,9.7,19.3,10.8,44.7,65.8,red
MO,Ray,29505,48.6,51.4,39.2,19.3,66.6,25.3,4.9,2.4,49348,56722,37413,41062,2.42,3.05,2.1,33.7,7.5,14.7,7.5,44.7,65.8,red
MO,Republic,14222,44.8,55.2,32.9,14.1,93.4,0.7,2.9,0.4,51226,56016,32613,43030,2.52,2.97,2.2,33.3,8.6,13.2,7,44.7,65.8,red
MO,Rolla,19283,55.6,44.4,26.1,14.8,82.8,4.6,3.9,6.3,32359,45275,26321,37784,2.37,3.09,5.6,28,6.3,17.8,15.3,44.7,65.8,red
MO,St.Ann,13057,46.5,53.5,36,16.2,72.3,20.7,5.4,0.8,38159,46024,31510,36694,2.16,2.85,5.3,34,8.5,11.6,4.6,44.7,65.8,red
